feature_id,ACN2586_1,ACN2586_2,ACN2586_3,ACN2586_4,ACN2586_5,ACN2821_1,ACN2821_2,ACN2821_3,ACN2821_4,ACN2821_5,ACN3015_1,ACN3015_2,ACN3015_3,ACN3015_4,ACN3015_5,ACN3468_1,ACN3468_2,ACN3468_3,ACN3468_4,ACN3468_5,ACN3471_1,ACN3471_2,ACN3471_3,ACN3471_4,ACN3471_5,ACN3474_1,ACN3474_2,ACN3474_3,ACN3474_4,ACN3474_5,ACN3477_1,ACN3477_2,ACN3477_3,ACN3477_4,ACN3477_5,ADP1_1,ADP1_2,ADP1_3,ADP1_4,ADP1_5
ACIAD_RS14480,30.717841321813,30.5617703980141,30.589337370311,30.1854674955606,30.4941692820454,30.6910193176078,30.6509510229431,30.481339034383,30.6284630071287,30.684116683584,30.6280465540847,30.843570212004,30.8392936565274,30.7488723973246,30.7737193098912,30.1024532340028,30.2685423514992,30.4046068215493,30.4943627899232,30.3248016777677,30.5353246046373,30.3326992305721,30.5543518261017,30.7948582886715,30.5275524804269,30.3185327482645,30.237583548682,30.450932226509,30.4052597889692,30.660845420881,30.7144193423888,30.5480395783556,30.5916154216047,30.62690086147,30.6596443538695,30.6980410282952,30.6890866853837,30.7723124739228,30.6494462673897,30.5260736542044
ACIAD_RS11180,27.0109260034169,26.8981542850393,26.9864698652311,27.0768678535159,27.0506549182764,26.7866566352114,26.5031652604851,26.7845562012467,26.7188972235162,26.7140805257057,26.4820656708336,26.1705087571854,26.7943512774382,26.7604320092949,26.5301864111098,26.5873901052656,26.4136877582971,26.4833799557043,26.6199303934319,26.5391614742013,27.2199397840354,27.1606386756165,27.2381442561218,27.1198378195501,26.9870669005553,27.0248205935146,27.0897207716915,27.0051656512179,26.9907817088469,26.9585050224758,27.1685132874624,27.2531989466606,27.2522056547374,27.0823999691312,26.9110920872988,26.3981815304369,26.1959801584965,26.6528126902446,26.4971525135011,27.0265942449296
ACIAD_RS06115,30.5349807798451,30.3768755813057,30.3273939796468,29.8052115506517,30.2258436627133,30.7768891593687,30.7243621689664,30.6184380013347,30.7245646690816,30.7884084099371,30.5831607222484,30.780380894306,30.7445088898201,30.7072770628124,30.8105643235569,29.8809366982324,30.0446900617375,30.1459570681681,30.2720013725609,30.1005710444343,30.0432043539182,29.9462346618421,29.9234065076347,30.5148963470941,30.2728490830531,30.2641769992301,30.2824134348468,30.358577419075,30.3629328386263,30.5283441833787,30.5259648816788,30.6028758308863,30.5075617726798,30.5451463764468,30.5581402259,30.396906827241,30.3721772090368,30.3409269554695,30.4341039317645,30.0695883441793
ACIAD_RS14810,27.9920867227957,27.8645767598042,27.9984607678342,28.0657072162468,28.0089529007381,27.787154578437,27.7499166197463,27.8235981959611,27.7987715032066,27.7801239061724,27.6759123538028,27.7255705825848,27.7402803130082,27.6888022273603,27.6627176030988,28.084748208007,27.9975239366194,28.1470798447593,28.0962200337603,28.1976510786458,28.1998176386831,28.1387252910813,28.231518757906,28.2986767345738,28.1303907729752,28.0458545889336,27.9194774994959,27.9544425755716,27.9413100571331,27.9006685396827,27.766762975942,27.6966114333153,27.7539977426653,27.5903140811513,27.6259336240979,27.9154241678631,27.937253861116,28.0303898779214,27.8371944319349,28.0356678272639
ACIAD_RS13600,32.1763720021307,31.9121440476778,32.1586264256029,31.9476065437549,32.0874645415728,32.1430685725549,32.1929051962653,32.1738962021204,32.1450537607074,32.2079502024296,31.9978449391734,32.1494631753145,32.1085206760586,31.9824506274996,32.0713650864286,32.0635162743772,31.9279455231854,31.9850113270894,32.1046541874382,32.0639038465767,32.2486924866394,32.1945489636851,32.2676918992638,32.5015421904956,32.2329623060199,32.1939777422464,32.1869221110853,32.1178710232058,32.1269526196353,32.2803392316051,32.1905752786241,32.0784180473119,32.1032923187222,32.0445433472844,32.0935409964571,32.3541622139728,32.4146571098192,32.2731244545731,32.1159209957131,32.3092249844104
ACIAD_RS04070,29.8227184507326,29.7072976943954,29.6128743343481,29.330324430452,29.6516614370925,29.7727553947224,29.819058155733,29.3851260076833,29.652185980777,29.6581814763734,29.6726052491482,29.9112305684024,29.8369774214818,29.7891888515474,29.9551737494509,28.8709471511382,29.2536888788626,29.0897602623491,29.4890908844511,28.8011992691732,29.691030622701,29.5016268084996,29.4339819226671,29.898762252685,29.8044419778196,29.5688481858138,29.4200389802932,29.5663487383214,29.489800810047,29.7619895665057,29.247051218231,29.6072808539292,29.5113974582757,29.5954582084857,29.6903398337871,29.1754437020143,29.1593944587952,29.2535015109729,29.6997970137882,29.2750311290699
ACIAD_RS13595,30.216220390242,30.005699889128,30.1832683479083,30.1617491136706,30.1954496154535,29.8840788469687,29.9942585140463,29.9242237689942,29.7837588157093,29.7880345751569,29.5882286099338,29.8290868613644,29.6567998188979,29.6229826216521,29.8775014179008,29.997263043663,29.7647490709689,29.940028811323,30.013378672114,29.905860401519,30.205977656621,30.1841066101372,29.9014389404749,30.5461129488464,30.2497643849756,30.0332311461611,30.1149611348189,29.9654571905326,29.9387996584746,30.0715440144508,29.953469933148,30.001153903712,29.9774835743438,29.7363793467302,29.8400003603437,30.3321203711949,30.3229324118676,30.2408746670919,29.9811151695175,30.3519992231762
ACIAD_RS06910,24.1727621971359,24.5636534512721,24.6982125244745,25.6369452507533,24.2652500722017,25.299796235582,25.3249303217844,24.6460834525569,25.156707830163,24.9031387446412,24.6476303217475,24.7790085720042,24.4022805345695,24.7833650402498,25.0787447325809,23.0045568500367,24.9427170947653,23.2017543556384,24.0186188594622,21.8744225438431,24.5391091386785,25.1710500761284,24.6965168541788,24.2539727791966,24.5496333604999,24.1052226618875,24.2886941694162,24.7859032161435,23.4834213034798,22.5259195362386,24.4461750481091,24.2974721609735,22.8580185312188,23.3337712805768,24.3072951452484,24.3196766492999,23.4434345624064,23.5402300508901,25.1915390355195,23.7456205720705
ACIAD_RS01150,30.0308265839617,29.8328019232806,29.9971688141522,30.0087573463697,30.0750591643121,29.5167546050169,29.5251063999103,29.6812485262446,29.7210691510129,29.5756157328332,29.7930349282977,29.6295997123291,29.6983552091018,29.7606112636512,29.5911923520199,30.1041689676947,29.9663003071856,29.9722752244294,29.9581614541342,30.0690369969021,30.0127747797124,30.0927741811744,30.2551856268709,29.8047317077838,30.0085428866924,29.6013778355643,29.6203308211301,29.659524288067,29.5673742304997,29.4994292104296,29.6032898709473,29.4056810220784,29.5498758189709,29.5575260594386,29.5777147439642,29.6742888271794,29.7598313271621,29.7736089082239,29.6990276125057,29.6426548858796
ACIAD_RS01440,31.006666507819,30.8274378650019,30.9313207439642,30.9482315931543,30.91093042733,30.9242970332302,31.0349044667836,30.8692266801019,30.9055617179081,30.9175102207089,30.7258620352889,30.8653156535714,30.872816432024,30.7298090352449,30.9086034455711,30.8328082808473,30.7871593794857,30.8143956213597,30.8542567095217,30.802355800351,31.2278997135638,31.1971651603952,31.1325518142602,31.0553310129197,31.0244986857911,31.0105818244847,30.958091819987,30.9416064440513,30.8674759041541,30.9839671335051,30.9678884218423,30.7428221076828,30.7576071504315,30.7395043356425,30.777638938803,31.0619436825603,31.037313303181,31.0577580420741,31.085360662831,31.0935355215386
ACIAD_RS06030,28.2448797559319,27.2959034043098,27.9647805151878,28.9405105083689,28.4371503726788,26.8063388428019,27.2740335100303,26.3263252038078,26.3519437085252,26.4658771515449,27.1696668389213,27.2896959023452,26.6687943202034,26.8311526982137,27.1381803587779,27.380577438574,27.4412343031215,27.4975619893894,27.5352197750508,27.3475961352551,28.8716869601987,29.345303146111,29.6372605818824,28.6941554544994,28.4871978068288,26.0107980395579,26.1080976829079,26.2526503942254,26.0182422980786,26.2867646361252,26.7278748307172,26.5594729795835,26.8108667488014,26.4314193956695,26.23808817002,27.6390474962755,27.876765064589,27.0702305786957,26.7059192703083,27.6415261586188
ACIAD_RS14510,29.9951807739499,29.7645283716682,29.885088315754,29.3994458546764,29.6536061190138,29.8426022710701,29.8440392162332,29.6333779476836,29.7255956479751,29.8594677829931,29.6045146237722,29.8947426248869,29.8776084547288,29.8503668465928,29.8752291483382,29.2995061681309,29.4483605879794,29.6294768736104,29.7353735986618,29.4193634738378,29.5605578581144,29.4741226224556,29.3620921488844,30.0312669716627,29.7168309562219,29.4556085695725,29.3794254369312,29.5312136637602,29.4430729129249,29.8737479076795,29.8565414943421,29.7149230807266,29.6571032857666,29.6775205904957,29.6867701744304,29.9383702664825,29.8793537780923,29.8978330943711,29.7128059278033,29.6200204458379
ACIAD_RS14600,30.4776433363027,30.2461941805432,30.4125490189006,29.9966689886151,30.2817679549643,30.3024072898749,30.3571158688175,30.1005743675183,30.1598333773428,30.3058430130955,30.2135423138122,30.4436522401325,30.3234116482095,30.3217403961402,30.3645968768996,29.7750343439216,29.8664142428572,30.0629843487012,30.2223042314431,30.013177036741,30.3000672840932,30.2118802116238,30.184982958674,30.5812319754042,30.2639459701055,29.9675052095194,29.8798362503796,30.0175363898565,29.9645674303232,30.379961091664,30.3538845002239,30.0180479207585,30.1570705442896,30.1267006236123,30.1927507483864,30.5016464956643,30.5547214650307,30.4307251365581,30.1628879488778,30.2968739576006
ACIAD_RS04075,31.2554861269655,31.0558893680443,31.1461578902041,30.7675218639606,31.1119004731348,31.1598536641339,31.3467458437668,31.0856716385638,31.2323634235258,31.2490442042234,31.3119208723536,31.505643254341,31.4131244438594,31.2559073185914,31.345663547122,30.7871869544451,30.8920902412309,30.9934533665557,31.1217349475977,30.8479284384446,31.1864376189572,31.0310875840431,31.0343647459686,31.3071967307588,31.1874462699567,31.0530885664671,30.8858242625032,31.1404633485081,31.0136937595244,31.4510115141966,31.4354354653097,31.1273137062132,31.1916264485683,31.2727894487272,31.3354374362442,31.2551898283515,31.3175122603076,31.1783559403443,31.0817357217711,31.1419451476659
ACIAD_RS14570,30.7254677252715,30.4947780389795,30.736329495338,30.7086284686548,30.625309120981,30.5896614399747,30.6174849650822,30.591546232796,30.5017108103289,30.5764114493292,30.3537834886314,30.5012475928665,30.4924062596294,30.2821103229437,30.5546427613629,30.5880800212436,30.4032669267911,30.4832859382179,30.5536871891618,30.4704863722641,30.8014459628279,30.7691243833585,30.7221699160301,30.97671600033,30.7645591468668,30.6670979635707,30.762951740861,30.561685335928,30.6104955377121,30.6840855546042,30.5495401851584,30.6205482160689,30.5713045452216,30.4220668357745,30.5015941709205,30.8456378956961,30.8135230891936,30.7400502569661,30.5941157683751,30.8020955313223
ACIAD_RS14575,29.9441956384778,29.7305580153412,29.9185495404637,29.3561724875529,29.4777628060779,29.9412062997967,30.0152111188055,29.7978016976641,29.9139668831559,29.9385037855463,29.8757151125093,30.0508072171127,30.0032121735911,29.9382403120403,30.0474917914119,29.4557180513364,29.5605579560568,29.6322129694053,29.7261765328336,29.503425710335,29.8386193476055,29.6418307138757,29.7255236291899,30.1497806610066,29.6889948712374,29.6621072213447,29.7497608091717,29.886030187658,29.722430644088,30.0532111318591,29.9571629612627,29.7952823206812,29.6427804595882,29.834833596052,29.9461597736986,30.1054477648325,30.1106650526445,30.0093360476223,29.937386825409,29.9239110660232
ACIAD_RS03005,21.6895576355034,21.7293136562598,20.8685078014151,21.7836589639321,21.1849000134181,22.692982313158,23.0044674606627,23.5775589212252,22.876751778461,22.9851317995264,22.8922944079458,23.2172071990846,22.5396917640563,22.9124087951099,22.6780948565777,23.5061555933943,23.1405150773228,23.3527132351517,23.3092159656296,23.1454569399954,22.7033650816793,22.4507715272971,22.3153120251343,23.0012545986688,23.1359198033561,18.8577910863256,20.4757275966654,19.3360222413842,19.7623127962621,19.784342884423,20.1745120912538,19.243686171849,21.3227832459171,18.3958586216031,19.8249452897595,19.6188471146547,19.1298461984775,19.3110060685234,18.0234199626317,20.8992163062265
ACIAD_RS03000,28.5082020875796,28.2868222304695,28.3838732500086,28.926850529247,28.4929391245298,28.8482636480335,28.8288741322046,28.7614853517659,28.8432847088346,28.4550741334505,28.4758212299547,28.5337619367387,28.5704821631543,28.4849146979142,28.6341390977383,29.4114081768447,29.3326967091329,29.33562633842,29.2724096220792,29.3627175491856,28.8301796268862,28.6541832150023,28.7868559821936,28.7435701697462,28.7408219019639,28.3209495774554,28.3842948009586,28.0167424783807,28.3453337654989,28.3237435330368,27.1288261945087,27.0776773284524,27.106590216959,27.0627558556086,27.1163393350927,28.6890868313804,28.6543076853838,28.719382983348,28.6509581024713,28.7425354590215
ACIAD_RS02975,26.2256242976422,26.4155487711269,26.2395896858128,26.357433054555,26.5302838007623,26.5176329064761,26.4558263183234,26.3992210528083,26.5114894672625,26.619119390199,26.4612987956559,26.3507459453316,26.4639263023581,26.5397097331193,26.3881043750622,26.1497913987824,26.2098377207659,26.3043237221228,26.1948761251362,26.20889317977,26.4022607085934,26.4222925810224,26.3469303569478,26.4976908240572,26.3711597871752,26.5806100642402,26.6047316522197,26.5754008826456,26.4910020730408,26.5145463276015,25.9765199578401,26.5975856067025,26.5545130331419,26.4824226570254,26.4032600425242,25.7393611749643,25.9058947873297,25.9181433356369,26.249024310075,25.9628081766097
ACIAD_RS02970,29.645910021795,29.4256448429815,29.6500247029381,29.6434860377757,29.6289662886525,29.3777585872606,29.2893603605031,29.2865925565144,29.333036681675,29.3545277279311,29.1075801866619,28.9350359706107,29.0466972167051,29.0274907969975,29.0383372994267,29.4828757313367,29.4839843104359,29.4891832251209,29.5216444651365,29.4722031970385,29.17963944398,29.3298042814171,29.2751862703548,29.1133063520093,29.2239574656376,29.4186681005463,29.307926648713,29.4904422873328,29.2871494207792,29.1971508981056,29.2164365958555,29.2750315473247,29.2967107571861,29.1800295538207,29.0847650723302,29.0341690198146,28.9256074754603,29.0028767236211,28.992753733401,28.9243357632957
ACIAD_RS02965,26.6201706746332,26.2464259806488,26.7567886534514,27.1035279574206,26.4165296895253,24.3805911334829,24.8016480784606,24.8518123221677,24.2435109816076,24.5184926969414,25.0468354490711,25.2606666525165,23.8089461964637,24.3176839010705,24.2023179283622,25.71724959963,25.8428477198221,25.922259709058,25.995554973586,25.7429498074766,25.8698673466823,26.3292952701507,25.9373187268409,25.5906235156205,25.9609851632012,26.4314630325789,25.6118727640221,26.6291063190082,25.604684955994,25.235375780085,25.5154247660499,25.1976073219462,25.5482349752436,25.153282162614,25.0820619595937,24.4432452347148,24.6384051041425,24.6908754175454,24.4105220147021,23.8161196885177
ACIAD_RS02960,29.7295430274928,29.6640776917456,29.6316362653003,29.5270790986811,29.5930962621889,29.6855458638972,29.6310200453881,29.6463329249076,29.6114483744897,29.7243462770387,29.5105516715497,29.6023387657485,29.6358297880712,29.5745182962538,29.6772892815233,29.6833685611277,29.6500608565749,29.8229977452682,29.790325475076,29.8162407851102,29.8862928075804,29.7465730564985,29.7072346609759,29.9925801294611,29.8760497623167,29.6303672941065,29.5957692406968,29.6596671749201,29.6165281089463,29.593380275779,29.6431375574019,29.7055840655498,29.7640242511013,29.6351924307292,29.653876408629,30.0006946975474,29.9737721397861,29.9824335328872,29.7661843080267,29.9888909455402
ACIAD_RS02955,29.2503555667381,29.4379472468448,29.1225673120892,29.4254846840656,29.2040649559433,30.1323578759716,30.0918250555524,30.288908198743,30.2112882976897,30.170393881975,30.116736357595,30.1436083514332,30.0429028998956,30.0977335383009,30.0942610822538,29.5103519638652,29.6020333373029,29.6220190821586,29.4575533412486,29.6096609141361,28.349765020827,28.5847902431784,28.4652215183693,28.4753914042767,28.7844935205453,29.4086105785587,29.5046726628334,29.5911302848254,29.5893310992487,29.3058013987315,29.5224701419642,29.7703496115366,29.8163775083701,29.6752703298627,29.6249199938741,29.8717489740357,29.9259906946521,29.8738365164275,29.7971018153765,29.6046231247672
ACIAD_RS02945,27.0303023934184,26.9302204099527,26.9128964457204,27.1639839934365,27.2409488781016,26.620200092409,26.7965858014519,26.8760623391282,26.8877389870755,27.0347476963732,26.7933142087428,27.1272137001969,27.0943938391156,26.7735052700542,26.9294767111788,27.3121475280565,27.2907439306858,27.2889385496865,27.3261122008166,27.1542108940204,26.6616423806133,26.9850866081268,26.6501649977606,26.5925567913869,26.6449005473945,26.8964618006919,26.785678587379,26.8294929791953,26.9346017720389,26.422530315147,27.1530988532444,26.8593579160391,27.0523527772267,27.1643798376144,27.100925359455,27.4169237820128,27.1952279023658,27.5297527078612,27.4096587517997,27.4175659899274
ACIAD_RS02940,24.8286752296871,24.6214463312132,24.4932103276035,24.812397396152,24.826591278754,27.9834709795622,28.0368910974589,27.6775736517442,28.0198325147842,28.1183250748126,23.6303902386716,22.6177840360435,23.2677544063998,23.4006306271587,23.4530792132536,24.9271209587371,24.7095792416852,24.9614968967055,24.3657580147742,24.7398154305806,27.8911622596836,27.7399438014107,27.9894097638108,28.1509775108792,27.7542766122872,24.0518993809883,24.1737788837326,24.4116184095567,23.583258986641,24.2343803092623,24.5182903293862,24.1922037206536,24.4956898927214,24.2873556679972,23.9350341840498,24.0826933158838,23.4022662941166,23.9757640039533,24.0408240095334,24.4114757280028
ACIAD_RS02935,30.0012132256181,29.9087902383363,29.9412775633725,29.9004898631257,29.9739178273153,30.779518718468,30.8068041319386,30.8630848817924,30.7788169209104,30.8147323176793,30.6229252020934,30.6351871333117,30.6089034973851,30.4833078654337,30.7055647348238,30.0928827943947,29.9963903136288,30.0273956784192,30.1261809448845,29.9992573212196,30.0136962705567,29.9389326378806,29.7925351293493,30.0579567514601,29.9021751583572,30.5101387146875,30.4227669003249,30.536893686884,30.4604440120358,30.3486798216769,30.8453765935225,30.9331101685487,30.9726972285077,30.8312553829228,30.8064632246532,30.4411392018327,30.4172079724721,30.3929900148426,30.2646221001195,30.4678427176697
ACIAD_RS02930,28.0743282455973,27.9424654022002,27.9817998086899,28.0518506174584,27.9112294010712,27.9152106499664,27.6005355845355,27.795173882059,27.8849801956072,27.8325760627088,28.0428141856771,27.8478164731631,27.8810196558437,27.9466972403106,27.9668965418846,28.0435053572382,27.9013223009418,27.8929423186177,27.895017340859,27.9601694476051,28.1109783016782,28.1831027757076,28.1781359385753,28.0350387079242,28.1185911457351,28.0160906967835,27.9025961408968,27.9253231069303,27.9116628771301,27.6972939398175,28.230398311678,28.2079805431049,28.2894013824414,28.1933138357987,28.2185272974112,27.4866534906139,27.3248134639757,27.7026907427925,27.7573093894727,27.6498087706608
ACIAD_RS02925,19.8290658294609,20.0947715144131,19.5003394077803,19.7375078677342,19.014294539329,19.0250787369252,19.6350097079506,19.0288668034751,19.7773806854664,19.8712488525933,21.3402554549947,19.113725321463,20.0053202457936,20.4813929676252,20.2595594089991,24.1975913760411,24.6446413153984,24.3597904598333,24.5343408545479,24.3865516464053,21.0341784836074,20.80799383146,20.7775408748934,19.8779379594409,21.5469127456936,19.3380343581196,20.9473972755711,18.621608775888,19.1655402328957,20.2142927027387,19.7317357096013,20.3621455281257,19.9290734235923,19.4489783396666,20.3476620480435,23.1599659715655,24.8991464856704,24.6731992880436,24.314138598871,24.0402330746755
ACIAD_RS02920,24.6559938276734,25.4123090130483,24.6880441683031,24.7532530920882,24.7756830235076,25.4344115977215,25.3750476713636,25.8396497516672,25.8221196887892,25.9747892692721,23.0011030692713,23.0806211351928,23.1091480298187,23.2691380010299,22.9829653994801,25.7914204359629,25.4530868676169,25.7440713731139,25.6054803636941,25.5059322919238,25.7755062886027,25.4745083058949,25.4643193455409,25.2239855647582,25.5108236000325,25.6746399382062,25.6624700601784,25.2743524527083,25.3599411984977,25.2071030921235,25.250687185272,25.2809496379945,25.2291658695668,25.0872264272408,25.4358241049535,22.9283016709117,23.2002164573452,24.0214258686973,23.3408492797679,23.9614225903758
ACIAD_RS02915,24.809357211665,25.3065926732981,24.9447473003659,25.0721714170545,25.0704589604236,25.4330851363374,25.4461399691943,25.487041840558,25.4971873707006,25.4381188401915,25.0863443805873,25.1797418959573,25.3556167347632,25.2648558548181,25.1926600196238,25.2330419597734,25.0531486221732,25.1552783140365,25.0870932109373,25.1589119807114,24.880141062457,24.5527431743846,24.6008200752232,25.0172265517378,24.704293481838,25.5714897120445,25.4597675400468,25.5088211591843,25.3866670538644,25.2181643465889,25.2435334439562,25.2797212229112,25.2895679345448,24.9028816322309,25.2308970051123,25.3460324429227,25.3493279644809,25.3542005310877,25.1373825955165,25.4617486769479
