reaction,gene,flux
rxn05296_c0,ACIAD_RS14490,0.11401712153615254
rxn05296_c0,ACIAD_RS06410,0.11401712153615254
rxn05296_c0,ACIAD_RS03805,0.11401712153615254
rxn05296_c0,ACIAD_RS14505,0.11401712153615254
rxn05296_c0,ACIAD_RS13770,0.11401712153615254
rxn05296_c0,ACIAD_RS13265,0.11401712153615254
rxn05296_c0,ACIAD_RS14530,0.11401712153615254
rxn05296_c0,ACIAD_RS00055,0.11401712153615254
rxn05296_c0,ACIAD_RS04075,0.11401712153615254
rxn05296_c0,ACIAD_RS02280,0.11401712153615254
rxn05296_c0,ACIAD_RS14595,0.11401712153615254
rxn05296_c0,ACIAD_RS14815,0.11401712153615254
rxn05296_c0,ACIAD_RS15250,0.11401712153615254
rxn05296_c0,ACIAD_RS13325,0.11401712153615254
rxn05296_c0,ACIAD_RS02275,0.11401712153615254
rxn05296_c0,ACIAD_RS14465,0.11401712153615254
rxn05296_c0,ACIAD_RS01445,0.11401712153615254
rxn05296_c0,ACIAD_RS06115,0.11401712153615254
rxn05296_c0,ACIAD_RS14540,0.11401712153615254
rxn05296_c0,ACIAD_RS14580,0.11401712153615254
rxn05296_c0,ACIAD_RS14500,0.11401712153615254
rxn05296_c0,ACIAD_RS11120,0.11401712153615254
rxn05296_c0,ACIAD_RS13250,0.11401712153615254
rxn05296_c0,ACIAD_RS06835,0.11401712153615254
rxn05296_c0,ACIAD_RS14570,0.11401712153615254
rxn05296_c0,ACIAD_RS03520,0.11401712153615254
rxn05296_c0,ACIAD_RS16655,0.11401712153615254
rxn05296_c0,ACIAD_RS14515,0.11401712153615254
rxn05296_c0,ACIAD_RS03815,0.11401712153615254
rxn05296_c0,ACIAD_RS02785,0.11401712153615254
rxn05296_c0,ACIAD_RS14480,0.11401712153615254
rxn05296_c0,ACIAD_RS13595,0.11401712153615254
rxn05296_c0,ACIAD_RS10130,0.11401712153615254
rxn05296_c0,ACIAD_RS14475,0.11401712153615254
rxn05296_c0,ACIAD_RS14550,0.11401712153615254
rxn05296_c0,ACIAD_RS13600,0.11401712153615254
rxn05296_c0,ACIAD_RS04070,0.11401712153615254
rxn05296_c0,ACIAD_RS14025,0.11401712153615254
rxn05296_c0,ACIAD_RS10395,0.11401712153615254
rxn05296_c0,ACIAD_RS01440,0.11401712153615254
rxn05296_c0,ACIAD_RS14810,0.11401712153615254
rxn05296_c0,ACIAD_RS01965,0.11401712153615254
rxn05296_c0,ACIAD_RS05770,0.11401712153615254
rxn05296_c0,ACIAD_RS14520,0.11401712153615254
rxn05296_c0,ACIAD_RS01450,0.11401712153615254
rxn05296_c0,ACIAD_RS13710,0.11401712153615254
rxn05296_c0,ACIAD_RS16435,0.11401712153615254
rxn05296_c0,ACIAD_RS14600,0.11401712153615254
rxn05296_c0,ACIAD_RS03810,0.11401712153615254
rxn05296_c0,ACIAD_RS14555,0.11401712153615254
rxn05296_c0,ACIAD_RS13270,0.11401712153615254
rxn05296_c0,ACIAD_RS13750,0.11401712153615254
rxn05296_c0,ACIAD_RS02555,0.11401712153615254
rxn05296_c0,ACIAD_RS14980,0.11401712153615254
rxn05296_c0,ACIAD_RS14585,0.11401712153615254
rxn05296_c0,ACIAD_RS12960,0.11401712153615254
rxn05296_c0,ACIAD_RS11110,0.11401712153615254
rxn05296_c0,ACIAD_RS14535,0.11401712153615254
rxn05296_c0,ACIAD_RS11115,0.11401712153615254
rxn05296_c0,ACIAD_RS14560,0.11401712153615254
rxn05296_c0,ACIAD_RS13810,0.11401712153615254
rxn05296_c0,ACIAD_RS14545,0.11401712153615254
rxn05296_c0,ACIAD_RS01860,0.11401712153615254
rxn05296_c0,ACIAD_RS14575,0.11401712153615254
rxn05296_c0,ACIAD_RS13775,0.11401712153615254
rxn05296_c0,ACIAD_RS04925,0.11401712153615254
rxn05296_c0,ACIAD_RS13135,0.11401712153615254
rxn05296_c0,ACIAD_RS14590,0.11401712153615254
rxn05296_c0,ACIAD_RS00120,0.11401712153615254
rxn05296_c0,ACIAD_RS14510,0.11401712153615254
rxn05296_c0,ACIAD_RS14995,0.11401712153615254
rxn05296_c0,ACIAD_RS14565,0.11401712153615254
rxn05296_c0,ACIAD_RS04010,0.11401712153615254
rxn01211_c0,ACIAD_RS11600,0.0695141958632125
rxn01211_c0,ACIAD_RS12840,0.0695141958632125
rxn05322_c0,ACIAD_RS14075,-0.0751830236846712
rxn00966_c0,ACIAD_RS11225,-0.0003352503271466298
rxn01917_c0,ACIAD_RS04170,0.050559536819122126
rxn08527_c0,ACIAD_RS12990,0.0363261036485773
rxn08527_c0,ACIAD_RS13000,0.0363261036485773
rxn08527_c0,ACIAD_RS13005,0.0363261036485773
rxn08527_c0,ACIAD_RS12995,0.0363261036485773
rxn02011_c0,ACIAD_RS15220,0.006721450147614109
rxn00173_c0,ACIAD_RS02455,-0.10948443597962837
rxn08528_c0,ACIAD_RS12990,0.00033525032714662976
rxn08528_c0,ACIAD_RS13000,0.00033525032714662976
rxn08528_c0,ACIAD_RS13005,0.00033525032714662976
rxn08528_c0,ACIAD_RS12995,0.00033525032714662976
rxn09176_c0,ACIAD_RS04895,-0.5656056116196625
rxn09176_c0,ACIAD_RS08220,-0.5656056116196625
rxn10122_c0,ACIAD_RS03350,7.923398019177624
rxn10122_c0,ACIAD_RS03340,7.923398019177624
rxn10122_c0,ACIAD_RS03385,7.923398019177624
rxn10122_c0,ACIAD_RS03360,7.923398019177624
rxn10122_c0,ACIAD_RS03365,7.923398019177624
rxn10122_c0,ACIAD_RS03355,7.923398019177624
rxn10122_c0,ACIAD_RS03370,7.923398019177624
rxn10122_c0,ACIAD_RS03380,7.923398019177624
rxn10122_c0,ACIAD_RS03345,7.923398019177624
rxn10122_c0,ACIAD_RS03390,7.923398019177624
rxn10122_c0,ACIAD_RS03400,7.923398019177624
rxn10122_c0,ACIAD_RS03375,7.923398019177624
rxn10122_c0,ACIAD_RS03395,7.923398019177624
rxn08352_c0,ACIAD_RS15035,0.007727201129053995
rxn09106_c0,ACIAD_RS16170,0.015590914854975116
rxn00772_c0,ACIAD_RS10935,0.0020115019628797774
rxn00772_c0,ACIAD_RS06230,0.0020115019628797774
rxn05338_c0,ACIAD_RS04020,-0.07518302368467121
rxn05338_c0,ACIAD_RS02655,-0.07518302368467121
rxn03135_c0,ACIAD_RS15375,-0.016029329309277147
rxn03135_c0,ACIAD_RS15415,-0.016029329309277147
rxn05337_c0,ACIAD_RS04020,-0.0751830236846712
rxn05337_c0,ACIAD_RS02655,-0.0751830236846712
rxn03147_c0,ACIAD_RS16230,0.05314961622678873
rxn03843_c0,ACIAD_RS06335,0.006721450147614107
rxn01116_c0,ACIAD_RS03155,-0.10985348788281626
rxn02811_c0,ACIAD_RS02125,-0.07591418318944178
rxn02811_c0,ACIAD_RS02135,-0.07591418318944178
rxn03062_c0,ACIAD_RS02145,0.07591418318944176
rxn01544_c0,ACIAD_RS14330,-0.0020115019628797774
rxn00863_c0,ACIAD_RS03065,0.016029329309277147
rxn09113_c0,ACIAD_RS01600,0.015590914854975116
rxn01270_c0,ACIAD_RS00525,-0.024739453938461838
rxn02402_c0,ACIAD_RS00295,-0.0006705006542932582
rxn08291_c0,ACIAD_RS00535,-0.10636946790342228
rxn05465_c0,ACIAD_RS08110,0.5275282378536139
rxn05465_c0,ACIAD_RS04015,0.5275282378536139
rxn05465_c0,ACIAD_RS02585,0.5275282378536139
rxn05465_c0,ACIAD_RS02590,0.5275282378536139
rxn05465_c0,ACIAD_RS04025,0.5275282378536139
rxn06077_c0,ACIAD_RS02315,0.05312127942142541
rxn00145_c0,ACIAD_RS00505,0.08432968776010327
rxn01303_c0,ACIAD_RS02400,0.07930157194948523
rxn02286_c0,ACIAD_RS15900,0.006721450147614108
rxn00832_c0,ACIAD_RS11185,-0.06917894553606588
rxn00360_c0,ACIAD_RS06400,0.00033525032714662976
rxn01106_c0,ACIAD_RS01210,0.7380253110067825
rxn01106_c0,ACIAD_RS05020,0.7380253110067825
rxn00931_c0,ACIAD_RS13705,0.7897068326250904
rxn00066_c0,ACIAD_RS10305,0.04199403552309516
rxn00066_c0,ACIAD_RS05680,0.04199403552309516
rxn00066_c0,ACIAD_RS02010,0.04199403552309516
rxn00066_c0,ACIAD_RS09650,0.04199403552309516
rxn08756_c0,ACIAD_RS15035,0.07425475834622032
rxn05115_c0,ACIAD_RS16550,0.05314961622678872
rxn00650_c0,ACIAD_RS09245,-0.0003352503271466298
rxn00650_c0,ACIAD_RS10170,-0.0003352503271466298
rxn00650_c0,ACIAD_RS01195,-0.0003352503271466298
rxn03167_c0,ACIAD_RS13170,0.0010057509814398893
rxn03167_c0,ACIAD_RS02360,0.0010057509814398893
rxn03005_c0,ACIAD_RS11985,-0.04979711295532244
rxn03437_c0,ACIAD_RS05825,0.048898459634480286
rxn03437_c0,ACIAD_RS16430,0.048898459634480286
rxn01353_c0,ACIAD_RS02530,0.0013170341856996869
rxn00616_c0,ACIAD_RS12825,-0.03118182970995021
rxn06723_c0,ACIAD_RS06365,-0.013442900295228329
rxn00313_c0,ACIAD_RS12095,0.05772359599576771
rxn05325_c0,ACIAD_RS14075,-0.07518302368467121
rxn02895_c0,ACIAD_RS11190,0.05348486655393536
rxn02508_c0,ACIAD_RS02900,0.009545555656086394
rxn00420_c0,ACIAD_RS03455,0.2707207808828642
rxn00420_c0,ACIAD_RS06730,0.2707207808828642
rxn00420_c0,ACIAD_RS03855,0.2707207808828642
rxn00420_c0,ACIAD_RS11630,0.2707207808828642
rxn00420_c0,ACIAD_RS16140,0.2707207808828642
rxn00420_c0,ACIAD_RS02095,0.2707207808828642
rxn14334_c0,ACIAD_RS06335,0.006721450147614107
rxn05005_c0,ACIAD_RS13245,0.0003352503271466298
rxn05005_c0,ACIAD_RS01345,0.0003352503271466298
rxn02939_c0,ACIAD_RS12125,0.0003352503271466298
